card1,423579,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card2,423579,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card3,423579,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card4,423579,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card5,423579,deck1,0.8243045387994143,0.7764350453172205,false,0,76,u2,1496887854
card6,423579,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card7,423579,deck1,0.863103953147877,0.7779456193353474,false,0,77,u2,1496887764
card8,423579,deck1,0.8272327964860908,0.7416918429003021,false,0,78,u2,1496887863
card9,423579,deck1,0.8572474377745242,0.7990936555891239,false,0,73,u2,1496887778
card10,423579,field,0.8411420204978038,0.7416918429003021,false,0,1000,u2,1496888016
card11,423579,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card12,423579,deck1,0.8067349926793558,0.7250755287009063,false,0,77,u2,1496887860
card13,423579,deck1,0.7986822840409956,0.7416918429003021,false,0,76,u2,1496887856
card14,423579,deck1,0.8301610541727672,0.7688821752265861,false,0,73,u2,1496887776
card15,423579,deck1,0.8184480234260615,0.7507552870090635,false,0,78,u2,1496887759
card16,423579,deck1,0.8455344070278185,0.8277945619335347,false,0,75,u2,1496887801
card17,423579,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card18,423579,deck1,0.8294289897510981,0.7900302114803626,false,0,74,u2,1496887799
card19,122458,deck1,0.8272327964860908,0.7552870090634441,false,0,78,u2,1496887757
card20,122458,deck1,0.8316251830161054,0.7643504531722054,false,0,78,u2,1496887754
card21,122458,deck1,0,-0.10971786833855801,false,0,20,u2,1496887662
card22,122458,deck1,0.8338213762811127,0.8036253776435045,false,0,78,u2,1496887752
card23,393910,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card24,393910,deck1,0.842606149341142,0.8051359516616314,false,0,78,u2,1496887665
card25,393910,deck1,0.8243045387994143,0.7930513595166163,false,0,78,u2,1496887756
card26,393910,deck1,0.8389458272327965,0.7280966767371602,false,0,73,u2,1496887797
card27,201303,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card28,201303,field,0.8382137628111274,0.013595166163141936,false,0,59,u2,1496888016
card29,201303,field,0.8535871156661786,-0.012084592145015005,false,0,58,u2,1496888016
card30,201303,deck2,0.8521229868228404,0.009063444108761365,false,0,78,u2,1496887658
card31,215080,deck1,0.8177159590043924,0.7643504531722054,false,0,77,u2,1496887671
card32,215080,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card33,262662,deck1,0.8374816983894583,0.8141993957703928,false,0,78,u2,1496887724
card34,262662,deck1,0.8345534407027818,0.7749244712990937,false,0,75,u2,1496887748
card35,262662,deck1,0.83601756954612,0.7220543806646526,false,0,73,u2,1496887780
card36,262662,deck1,0.8330893118594437,0.7552870090634441,false,0,76,u2,1496887803
card37,366394,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
