card38,366394,deck1,0.8345534407027818,0.7522658610271904,false,0,76,u2,1496887851
card39,366394,deck1,0.8367496339677891,0.8051359516616314,false,0,67,u2,1496887703
card40,366394,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card41,380438,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card42,380438,deck1,0.8330893118594437,0.7749244712990937,false,0,73,u2,1496887783
card43,380438,deck1,0.8389458272327965,0.8217522658610272,false,0,78,u2,1496887729
card44,380438,deck1,0.8389458272327965,0.7552870090634441,false,0,76,u2,1496887743
card45,193551,deck1,0.8008784773060029,0.8141993957703928,false,0,77,u2,1496887673
card46,193551,deck1,0.8257686676427526,0.770392749244713,false,0,67,u2,1496887709
card47,193551,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card48,193551,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card49,366458,deck1,0.8330893118594437,0.7371601208459215,false,0,78,u2,1496887732
card50,366458,deck1,0.8243045387994143,0.8202416918429003,false,0,78,u2,1496887726
card51,366458,deck1,0.8535871156661786,0.7945619335347432,false,0,78,u2,1496887667
card52,366458,deck1,0.8272327964860908,0.7990936555891239,false,0,79,u2,1496887866
card53,420642,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card54,420642,deck1,0.822108345534407,0.7628398791540786,false,0,78,u2,1496887719
card55,420642,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card56,420642,deck1,0.8067349926793558,0.7613293051359517,false,0,78,u2,1496887722
card57,401467,deck1,0.83601756954612,0.744712990936556,false,0,78,u2,1496887712
card58,401467,deck1,0,-0.10971786833855801,false,0,50,u2,1496887664
card59,401467,deck1,0,-0.10971786833855801,false,0,0,u2,1485401572
card60,401467,field,0.83601756954612,0.7598187311178248,false,0,80,u2,1496888016
card61,48439,deck2,0.8155197657393851,0.030211480362537735,false,180,76,u2,1496887682
card62,412389,deck2,0.8433382137628112,-0.030211480362537735,false,180,69,u2,1496887736
card63,2283,deck2,0.821376281112738,0.027190332326283984,false,180,78,u2,1496887693
card64,48438,deck2,0.8367496339677891,-0.025679758308157163,false,180,78,u2,1496887644
card65,12345,deck2,0.8404099560761347,-0.04229607250755274,false,180,78,u2,1496887647
card66,2282,deck2,0.8572474377745242,0.01812688821752262,false,180,69,u2,1496887734
card67,1234,deck2,0.8389458272327965,-0.02114803625377637,false,180,78,u2,1496887701
card68,125,deck2,0.8718887262079063,-0.0166163141993958,false,180,78,u2,1496887654
card69,6536,deck2,0.8740849194729137,0.013595166163141936,false,180,78,u2,1496887699
card70,2345,deck2,0.8250366032210834,-0.02114803625377637,false,180,78,u2,1496887695
card71,423453,deck2,0.8499267935578331,-0.009063444108761365,false,180,78,u2,1496887697
card72,394549,deck2,0.842606149341142,0.0060422960725075026,false,180,78,u2,1496887691
card73,412789,deck2,0.8367496339677891,-0.012084592145015005,false,180,78,u2,1496887690
card74,2284,deck2,0.8199121522693997,-0.0392749244712991,false,180,78,u2,1496887687
card75,382948,deck2,0.8521229868228404,0,false,180,78,u2,1496887642
card76,401805,deck2,0.8499267935578331,-0.013595166163141936,false,180,78,u2,1496887660
card77,2272,deck2,0.8638360175695461,-0.0030211480362536403,false,180,78,u2,1496887656
card78,384932,deck2,0.83601756954612,-0.04229607250755274,false,180,78,u2,1496887684
card79,382924,deck2,0.8374816983894583,0,false,180,78,u2,1496887646
card80,6537,deck2,0.8243045387994143,0.013595166163141936,false,180,74,u2,1496887669
card81,382848,deck2,0.8382137628111274,0.013595166163141936,false,180,77,u2,1496887653
card82,384735,deck2,0.8279648609077599,-0.0015105740181269312,false,180,72,u2,1496887679
